,165.6,26.47972,247.4857143,123.71204,saved,CR7
,160.32,69.61648,254.4571429,126.25025,saved,CR7
,226.56,102.42472,275.3714286,125.31512,saved,CR7
,302.88,67.7938,155.1142857,126.25025,wood work,CR7
29/1/2017/r-madrd vs Sociedad,279.36,149.20684,83.65714286,99.93302,off target,CR7
29/1/2017/r-madrd vs Sociedad,308.16,83.59036,230.0571429,101.66969,goal,CR7
11/2/2017/r-madrid vs Osasuna,329.28,52.6048,270.1428571,121.97537,goal,CR7
11/2/2017/r-madrid vs Osasuna,146.4,66.57868,261.4285714,127.05179,saved,CR7
11/2/2017/r-madrid vs Osasuna,229.92,152.24464,418.2857143,123.97922,off target,CR7
11/2/2017/r-madrid vs Osasuna,257.28,130.37248,69.71428571,46.09625,off target,CR7
18/2/2017/r-madrid vs Espanyol,260.16,47.13676,224.8285714,40.48547,off target,CR7
22/2/2017/r-madrid vs Valencia,231.36,62.93332,177.7714286,106.74611,goal,CR7
22/2/2017/r-madrid vs Valencia,256.32,42.88384,270.1428571,125.31512,saved,CR7
22/2/2017/r-madrid vs Valencia,128.64,126.11956,128.9714286,123.97922,off target,CR7
22/2/2017/r-madrid vs Valencia,228.48,68.40136,113.2857143,111.02099,off target,CR7
22/2/2017/r-madrid vs Valencia,196.32,145.56148,74.94285714,88.71146,off target,CR7
26/2/2017/r-madrid vs Villarreal,240,73.8694,183,113.5592,goal,CR7
26/2/2017/r-madrid vs Villarreal,192.96,73.8694,338.1142857,101.66969,wood work,CR7
26/2/2017/r-madrid vs Villarreal,261.6,94.52644,383.4285714,27.52724,off target,CR7
26/2/2017/r-madrid vs Villarreal,101.28,144.34636,73.2,122.10896,off target,CR7
26/2/2017/r-madrid vs Villarreal,249.12,74.47696,99.34285714,88.71146,off target,CR7
1/3/2017/r-madrid vs Laspalmas,254.4,39.23848,257.9428571,91.51685,goal,CR7
1/3/2017/r-madrid vs Laspalmas,240,73.8694,313.7142857,96.59327,goal,CR7
1/3/2017/r-madrid vs Laspalmas,246.24,45.92164,432.2285714,111.02099,off target,CR7
1/3/2017/r-madrid vs Laspalmas,253.44,51.99724,449.6571429,77.62349,off target,CR7
4/3/2017/r-madrid vs Eibar,,,,,,CR7 was out
12/3/2017/r-madrid vs Betis,246.24,51.99724,289.3142857,121.97537,goal,CR7
12/3/2017/r-madrid vs Betis,132.96,44.09896,176.0285714,127.85333,saved,CR7
12/3/2017/r-madrid vs Betis,159.84,31.3402,81.91428571,40.48547,off target,CR7
12/3/2017/r-madrid vs Betis,295.2,67.7938,362.5142857,98.06276,off target,CR7
12/3/2017/r-madrid vs Betis,343.2,47.13676,357.2857143,99.93302,off target,CR7
18/3/2017/r-madrid vs Athletic,192.48,70.22404,282.3428571,127.85333,saved,CR7
2/4/2017/r-madrid vs Alaves,196.32,161.35804,259.6857143,36.87854,off target,CR7
2/4/2017/r-madrid vs Alaves,130.08,33.77044,69.71428571,75.75323,off target,CR7
2/4/2017/r-madrid vs Alaves,211.2,91.48864,10.45714286,125.84948,off target,CR7
2/4/2017/r-madrid vs Alaves,138.72,59.28796,212.6285714,127.85333,saved,CR7
5/4/2017/r-madrid vs Leganes,,,,,,CR7 was out
8/4/2017/r-madrid vs Atletico,136.8,81.16012,170.8,124.51358,saved,CR7
8/4/2017/r-madrid vs Atletico,324,67.7938,228.3142857,103.67354,saved,CR7
8/4/2017/r-madrid vs Atletico,232.8,50.17456,404.3428571,120.37229,off target,CR7
15/4/2017/r-madrid vs Sporting,,,,,,CR7 was out
23/4/2017/r-madrid vs Barcelona,226.56,111.53812,266.6571429,120.37229,saved,CR7
23/4/2017/r-madrid vs Barcelona,332.64,140.701,287.5714286,123.71204,saved,CR7
23/4/2017/r-madrid vs Barcelona,159.84,80.55256,298.0285714,126.25025,saved,CR7
23/4/2017/r-madrid vs Barcelona,331.2,48.35188,101.0857143,35.00828,off target,CR7
23/4/2017/r-madrid vs Barcelona,278.88,113.96836,137.6857143,29.3975,off target,CR7
23/4/2017/r-madrid vs Barcelona,208.32,56.25016,277.1142857,42.35573,off target,CR7
26/4/2017/r-madrd vs Deportivo,,,,,,CR7 was out
29/4/2017/r-madrid vs Valencia,258.72,17.36632,289.3142857,53.57729,off target,CR7
29/4/2017/r-madrid vs Valencia,202.08,166.82608,322.4285714,51.70703,off target,CR7
29/4/2017/r-madrid vs Valencia,240,73.8694,306.7428571,123.97922,saved,CR7
29/4/2017/r-madrid vs Valencia,259.2,58.6804,214.3714286,116.09741,goal,CR7
06/5/2017/r-madrid vs Geranada,,,,,,CR7 was out
14/5/2017/r-madrid vs Sevilla,72.96,80.552,301.51,101.8,saved,CR7
14/5/2017/r-madrid vs Sevilla,204,83.59,172.54,81.36,goal,CR7
14/5/2017/r-madrid vs Sevilla,266.4,36.808,266.657,121.94,goal,CR7
17/5/2017/r-madrid vs Celta,232.8,49.56,121.9999,125.84,off target,CR7
17/5/2017/r-madrid vs Celta,192.48,81.16,172.54,127.85,goal ,CR7
17/5/2017/r-madrid vs Celta,248.64,121.259,322.42,105.94,goal,CR7
21/5/2017/r-madrid vs Malaga,255.84,46.529,221.342,128.788,saved,CR7
21/5/2017/r-madrid vs Malaga,259.2,87.8432,242.2571,128.788,goal,CR7
